symbol,organ_name,com_type_code,icb_level,icb_code,icb_name
TKU,Công ty Cổ phần Công nghiệp Tung Kuang,CT,4,1753,Nhôm
TL4,Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần,CT,1,2000,Công nghiệp
TL4,Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần,CT,2,2300,Xây dựng và Vật liệu
TL4,Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần,CT,3,2350,Xây dựng và Vật liệu
TL4,Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần,CT,4,2357,Xây dựng
TLC,Công ty Cổ phần Viễn Thông Thăng Long,CT,1,9000,Công nghệ Thông tin
TLC,Công ty Cổ phần Viễn Thông Thăng Long,CT,2,9500,Công nghệ Thông tin
TLC,Công ty Cổ phần Viễn Thông Thăng Long,CT,3,9570,Thiết bị và Phần cứng
TLC,Công ty Cổ phần Viễn Thông Thăng Long,CT,4,9578,Thiết bị viễn thông
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,CT,1,2000,Công nghiệp
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,CT,2,2300,Xây dựng và Vật liệu
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,CT,3,2350,Xây dựng và Vật liệu
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,CT,4,2353,Vật liệu xây dựng & Nội thất
TLG,Công ty Cổ phần Tập đoàn Thiên Long,CT,1,3000,Hàng Tiêu dùng
TLG,Công ty Cổ phần Tập đoàn Thiên Long,CT,2,3700,Hàng cá nhân & Gia dụng
TLG,Công ty Cổ phần Tập đoàn Thiên Long,CT,3,3720,Hàng gia dụng
TLG,Công ty Cổ phần Tập đoàn Thiên Long,CT,4,3724,Đồ gia dụng một lần
TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,CT,1,1000,Nguyên vật liệu
TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,CT,2,1700,Tài nguyên Cơ bản
TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,CT,3,1750,Kim loại
TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,CT,4,1757,Thép và sản phẩm thép
TLI,Công ty Cổ phần May Quốc tế Thắng Lợi,CT,1,3000,Hàng Tiêu dùng
TLI,Công ty Cổ phần May Quốc tế Thắng Lợi,CT,2,3700,Hàng cá nhân & Gia dụng
TLI,Công ty Cổ phần May Quốc tế Thắng Lợi,CT,3,3760,Hàng cá nhân
TLI,Công ty Cổ phần May Quốc tế Thắng Lợi,CT,4,3763,Hàng May mặc
TLL,Công ty Cổ phần Dệt may Thắng Lợi,CT,1,3000,Hàng Tiêu dùng
TLL,Công ty Cổ phần Dệt may Thắng Lợi,CT,2,3700,Hàng cá nhân & Gia dụng
TLL,Công ty Cổ phần Dệt may Thắng Lợi,CT,3,3760,Hàng cá nhân
TLL,Công ty Cổ phần Dệt may Thắng Lợi,CT,4,3763,Hàng May mặc
TLP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,CT,1,7000,Tiện ích Cộng đồng
TLP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
TLP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,CT,3,7570,Nước & Khí đốt
TLP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,CT,4,7573,Phân phối xăng dầu & khí đốt
TLS,Công ty Cổ phần Thương mại Lạng Sơn,CT,1,5000,Dịch vụ Tiêu dùng
TLS,Công ty Cổ phần Thương mại Lạng Sơn,CT,2,5300,Bán lẻ
TLS,Công ty Cổ phần Thương mại Lạng Sơn,CT,3,5370,Bán lẻ
TLS,Công ty Cổ phần Thương mại Lạng Sơn,CT,4,5373,Bán lẻ phức hợp
TLT,Công ty Cổ phần Viglacera Thăng Long,CT,1,2000,Công nghiệp
TLT,Công ty Cổ phần Viglacera Thăng Long,CT,2,2300,Xây dựng và Vật liệu
TLT,Công ty Cổ phần Viglacera Thăng Long,CT,3,2350,Xây dựng và Vật liệu
TLT,Công ty Cổ phần Viglacera Thăng Long,CT,4,2353,Vật liệu xây dựng & Nội thất
TMB,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,CT,1,1000,Nguyên vật liệu
TMB,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,CT,2,1700,Tài nguyên Cơ bản
TMB,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,CT,3,1770,Khai khoáng
TMB,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,CT,4,1771,Khai thác Than
TMC,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,CT,1,7000,Tiện ích Cộng đồng
TMC,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
TMC,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,CT,3,7570,Nước & Khí đốt
TMC,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,CT,4,7573,Phân phối xăng dầu & khí đốt
TMG,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,CT,1,1000,Nguyên vật liệu
TMG,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,CT,2,1700,Tài nguyên Cơ bản
TMG,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,CT,3,1750,Kim loại
TMG,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,CT,4,1757,Thép và sản phẩm thép
TMP,Công ty Cổ phần Thủy điện Thác Mơ,CT,1,7000,Tiện ích Cộng đồng
TMP,Công ty Cổ phần Thủy điện Thác Mơ,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
TMP,Công ty Cổ phần Thủy điện Thác Mơ,CT,3,7530,Sản xuất & Phân phối Điện
TMP,Công ty Cổ phần Thủy điện Thác Mơ,CT,4,7535,Sản xuất & Phân phối Điện
TMS,Công ty Cổ phần Transimex,CT,1,2000,Công nghiệp
TMS,Công ty Cổ phần Transimex,CT,2,2700,Hàng & Dịch vụ Công nghiệp
TMS,Công ty Cổ phần Transimex,CT,3,2770,Vận tải
TMS,Công ty Cổ phần Transimex,CT,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
TMT,Công ty Cổ phần Ô tô TMT,CT,1,3000,Hàng Tiêu dùng
TMT,Công ty Cổ phần Ô tô TMT,CT,2,3300,Ô tô và phụ tùng
TMT,Công ty Cổ phần Ô tô TMT,CT,3,3350,Ô tô và phụ tùng
TMT,Công ty Cổ phần Ô tô TMT,CT,4,3353,Sản xuất ô tô
TMW,Công ty Cổ phần Tổng hợp Gỗ Tân Mai,CT,1,1000,Nguyên vật liệu
TMW,Công ty Cổ phần Tổng hợp Gỗ Tân Mai,CT,2,1700,Tài nguyên Cơ bản
TMW,Công ty Cổ phần Tổng hợp Gỗ Tân Mai,CT,3,1730,Lâm nghiệp và Giấy
TMW,Công ty Cổ phần Tổng hợp Gỗ Tân Mai,CT,4,1733,Lâm sản và Chế biến gỗ
TMX,Công ty Cổ phần VICEM Thương mại Xi măng,CT,1,2000,Công nghiệp
TMX,Công ty Cổ phần VICEM Thương mại Xi măng,CT,2,2300,Xây dựng và Vật liệu
TMX,Công ty Cổ phần VICEM Thương mại Xi măng,CT,3,2350,Xây dựng và Vật liệu
TMX,Công ty Cổ phần VICEM Thương mại Xi măng,CT,4,2353,Vật liệu xây dựng & Nội thất
TN1,Công ty Cổ phần Rox Key Holdings,CT,1,8000,Tài chính
TN1,Công ty Cổ phần Rox Key Holdings,CT,2,8600,Bất động sản
TN1,Công ty Cổ phần Rox Key Holdings,CT,3,8630,Bất động sản
TN1,Công ty Cổ phần Rox Key Holdings,CT,4,8633,Bất động sản
TNA,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,CT,1,1000,Nguyên vật liệu
TNA,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,CT,2,1700,Tài nguyên Cơ bản
TNA,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,CT,3,1750,Kim loại
TNA,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,CT,4,1757,Thép và sản phẩm thép
TNB,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,CT,1,1000,Nguyên vật liệu
TNB,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,CT,2,1700,Tài nguyên Cơ bản
TNB,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,CT,3,1750,Kim loại
TNB,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,CT,4,1757,Thép và sản phẩm thép
TNC,Công ty Cổ phần Cao su Thống Nhất,CT,1,1000,Nguyên vật liệu
TNC,Công ty Cổ phần Cao su Thống Nhất,CT,2,1300,Hóa chất
TNC,Công ty Cổ phần Cao su Thống Nhất,CT,3,1350,Hóa chất
TNC,Công ty Cổ phần Cao su Thống Nhất,CT,4,1353,"Nhựa, cao su & sợi"
TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,CT,1,3000,Hàng Tiêu dùng
TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,CT,2,3700,Hàng cá nhân & Gia dụng
TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,CT,3,3760,Hàng cá nhân
TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,CT,4,3763,Hàng May mặc
TNH,Công ty Cổ phần Tập đoàn Bệnh viện TNH,CT,1,4000,Dược phẩm và Y tế
TNH,Công ty Cổ phần Tập đoàn Bệnh viện TNH,CT,2,4500,Y tế
TNH,Công ty Cổ phần Tập đoàn Bệnh viện TNH,CT,3,4530,Thiết bị và Dịch vụ Y tế
TNH,Công ty Cổ phần Tập đoàn Bệnh viện TNH,CT,4,4533,Chăm sóc y tế
TNI,Công ty Cổ phần Tập đoàn Thành Nam,CT,1,1000,Nguyên vật liệu
TNI,Công ty Cổ phần Tập đoàn Thành Nam,CT,2,1700,Tài nguyên Cơ bản
TNI,Công ty Cổ phần Tập đoàn Thành Nam,CT,3,1750,Kim loại
TNI,Công ty Cổ phần Tập đoàn Thành Nam,CT,4,1757,Thép và sản phẩm thép
TNM,Công ty Cổ phần Xuất nhập khẩu và Xây dựng Công trình,CT,1,2000,Công nghiệp
TNM,Công ty Cổ phần Xuất nhập khẩu và Xây dựng Công trình,CT,2,2300,Xây dựng và Vật liệu
TNM,Công ty Cổ phần Xuất nhập khẩu và Xây dựng Công trình,CT,3,2350,Xây dựng và Vật liệu
TNM,Công ty Cổ phần Xuất nhập khẩu và Xây dựng Công trình,CT,4,2357,Xây dựng
TNP,Công ty Cổ phần Cảng Thị Nại,CT,1,2000,Công nghiệp
TNP,Công ty Cổ phần Cảng Thị Nại,CT,2,2700,Hàng & Dịch vụ Công nghiệp
TNP,Công ty Cổ phần Cảng Thị Nại,CT,3,2770,Vận tải
TNP,Công ty Cổ phần Cảng Thị Nại,CT,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
TNS,Công ty Cổ phần Thép tấm lá Thống Nhất,CT,1,1000,Nguyên vật liệu
TNS,Công ty Cổ phần Thép tấm lá Thống Nhất,CT,2,1700,Tài nguyên Cơ bản
TNS,Công ty Cổ phần Thép tấm lá Thống Nhất,CT,3,1750,Kim loại
TNS,Công ty Cổ phần Thép tấm lá Thống Nhất,CT,4,1757,Thép và sản phẩm thép
TNT,Công ty Cổ phần Tập đoàn TNT,CT,1,2000,Công nghiệp
TNT,Công ty Cổ phần Tập đoàn TNT,CT,2,2300,Xây dựng và Vật liệu
TNT,Công ty Cổ phần Tập đoàn TNT,CT,3,2350,Xây dựng và Vật liệu
TNT,Công ty Cổ phần Tập đoàn TNT,CT,4,2353,Vật liệu xây dựng & Nội thất
TNV,Công ty Cổ phần Thống Nhất Hà Nội,CT,1,3000,Hàng Tiêu dùng
TNV,Công ty Cổ phần Thống Nhất Hà Nội,CT,2,3700,Hàng cá nhân & Gia dụng
TNV,Công ty Cổ phần Thống Nhất Hà Nội,CT,3,3760,Hàng cá nhân
TNV,Công ty Cổ phần Thống Nhất Hà Nội,CT,4,3767,Hàng cá nhân
TNW,Công ty Cổ phần Nước sạch Thái Nguyên,CT,1,7000,Tiện ích Cộng đồng
TNW,Công ty Cổ phần Nước sạch Thái Nguyên,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
TNW,Công ty Cổ phần Nước sạch Thái Nguyên,CT,3,7570,Nước & Khí đốt
TNW,Công ty Cổ phần Nước sạch Thái Nguyên,CT,4,7577,Nước
TOP,Công ty Cổ phần Phân phối Top One,CT,1,5000,Dịch vụ Tiêu dùng
TOP,Công ty Cổ phần Phân phối Top One,CT,2,5300,Bán lẻ
TOP,Công ty Cổ phần Phân phối Top One,CT,3,5370,Bán lẻ
TOP,Công ty Cổ phần Phân phối Top One,CT,4,5373,Bán lẻ phức hợp
TOS,Công ty Cổ phần Dịch vụ biển Tân Cảng,CT,1,0001,Dầu khí
TOS,Công ty Cổ phần Dịch vụ biển Tân Cảng,CT,2,0500,Dầu khí
TOS,Công ty Cổ phần Dịch vụ biển Tân Cảng,CT,3,0570,"Thiết bị, Dịch vụ và Phân phối Dầu khí"
TOS,Công ty Cổ phần Dịch vụ biển Tân Cảng,CT,4,0573,Thiết bị và Dịch vụ Dầu khí
TOT,Công ty Cổ phần Transimex Logistics,CT,1,2000,Công nghiệp
TOT,Công ty Cổ phần Transimex Logistics,CT,2,2700,Hàng & Dịch vụ Công nghiệp
TOT,Công ty Cổ phần Transimex Logistics,CT,3,2770,Vận tải
TOT,Công ty Cổ phần Transimex Logistics,CT,4,2779,Dịch vụ vận tải
TOW,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,CT,1,7000,Tiện ích Cộng đồng
TOW,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
TOW,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,CT,3,7570,Nước & Khí đốt
TOW,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,CT,4,7577,Nước
TPB,Ngân hàng Thương mại Cổ phần Tiên Phong,NH,1,8301,Ngân hàng
TPB,Ngân hàng Thương mại Cổ phần Tiên Phong,NH,2,8300,Ngân hàng
TPB,Ngân hàng Thương mại Cổ phần Tiên Phong,NH,3,8350,Ngân hàng
TPB,Ngân hàng Thương mại Cổ phần Tiên Phong,NH,4,8355,Ngân hàng
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,CT,1,1000,Nguyên vật liệu
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,CT,2,1300,Hóa chất
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,CT,3,1350,Hóa chất
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,CT,4,1353,"Nhựa, cao su & sợi"
TPE,Công ty Cổ phần Cơ điện Trần Phú,CT,1,9000,Công nghệ Thông tin
TPE,Công ty Cổ phần Cơ điện Trần Phú,CT,2,9500,Công nghệ Thông tin
TPE,Công ty Cổ phần Cơ điện Trần Phú,CT,3,9570,Thiết bị và Phần cứng
TPE,Công ty Cổ phần Cơ điện Trần Phú,CT,4,9578,Thiết bị viễn thông
TPH,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,CT,1,5000,Dịch vụ Tiêu dùng
TPH,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,CT,2,5500,Truyền thông
TPH,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,CT,3,5550,Truyền thông
TPH,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,CT,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
TPP,Công ty Cổ phần Tân Phú Việt Nam,CT,1,2000,Công nghiệp
TPP,Công ty Cổ phần Tân Phú Việt Nam,CT,2,2700,Hàng & Dịch vụ Công nghiệp
TPP,Công ty Cổ phần Tân Phú Việt Nam,CT,3,2720,Hàng công nghiệp
TPP,Công ty Cổ phần Tân Phú Việt Nam,CT,4,2723,Containers & Đóng gói
TPS,Công ty Cổ phần Bến bãi vận tải Sài Gòn,CT,1,5000,Dịch vụ Tiêu dùng
TPS,Công ty Cổ phần Bến bãi vận tải Sài Gòn,CT,2,5700,Du lịch và Giải trí
TPS,Công ty Cổ phần Bến bãi vận tải Sài Gòn,CT,3,5750,Du lịch & Giải trí
TPS,Công ty Cổ phần Bến bãi vận tải Sài Gòn,CT,4,5759,Vận tải hành khách & Du lịch
TQN,Công ty Cổ phần Thông Quảng Ninh,CT,1,1000,Nguyên vật liệu
TQN,Công ty Cổ phần Thông Quảng Ninh,CT,2,1700,Tài nguyên Cơ bản
TQN,Công ty Cổ phần Thông Quảng Ninh,CT,3,1730,Lâm nghiệp và Giấy
TQN,Công ty Cổ phần Thông Quảng Ninh,CT,4,1733,Lâm sản và Chế biến gỗ
TQW,Công ty Cổ phần Cấp thoát nước Tuyên Quang,CT,1,7000,Tiện ích Cộng đồng
TQW,Công ty Cổ phần Cấp thoát nước Tuyên Quang,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
TQW,Công ty Cổ phần Cấp thoát nước Tuyên Quang,CT,3,7570,Nước & Khí đốt
TQW,Công ty Cổ phần Cấp thoát nước Tuyên Quang,CT,4,7577,Nước
TR1,Công ty Cổ phần Vận Tải 1 Traco,CT,1,2000,Công nghiệp
TR1,Công ty Cổ phần Vận Tải 1 Traco,CT,2,2700,Hàng & Dịch vụ Công nghiệp
TR1,Công ty Cổ phần Vận Tải 1 Traco,CT,3,2770,Vận tải
TR1,Công ty Cổ phần Vận Tải 1 Traco,CT,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
TRA,Công ty Cổ phần Traphaco,CT,1,4000,Dược phẩm và Y tế
TRA,Công ty Cổ phần Traphaco,CT,2,4500,Y tế
TRA,Công ty Cổ phần Traphaco,CT,3,4570,Dược phẩm
TRA,Công ty Cổ phần Traphaco,CT,4,4577,Dược phẩm
TRC,Công ty Cổ phần Cao su Tây Ninh,CT,1,1000,Nguyên vật liệu
TRC,Công ty Cổ phần Cao su Tây Ninh,CT,2,1300,Hóa chất
TRC,Công ty Cổ phần Cao su Tây Ninh,CT,3,1350,Hóa chất
TRC,Công ty Cổ phần Cao su Tây Ninh,CT,4,1353,"Nhựa, cao su & sợi"
TRH,Công ty Cổ phần Bệnh viện Giao thông Vận tải,CT,1,4000,Dược phẩm và Y tế
TRH,Công ty Cổ phần Bệnh viện Giao thông Vận tải,CT,2,4500,Y tế
TRH,Công ty Cổ phần Bệnh viện Giao thông Vận tải,CT,3,4530,Thiết bị và Dịch vụ Y tế
TRH,Công ty Cổ phần Bệnh viện Giao thông Vận tải,CT,4,4533,Chăm sóc y tế
TRS,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,CT,1,2000,Công nghiệp
TRS,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,CT,2,2700,Hàng & Dịch vụ Công nghiệp
TRS,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,CT,3,2770,Vận tải
TRS,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,CT,4,2773,Vận tải Thủy
TRT,Công ty Cổ phần RedstarCera,CT,1,2000,Công nghiệp
TRT,Công ty Cổ phần RedstarCera,CT,2,2300,Xây dựng và Vật liệu
TRT,Công ty Cổ phần RedstarCera,CT,3,2350,Xây dựng và Vật liệu
TRT,Công ty Cổ phần RedstarCera,CT,4,2353,Vật liệu xây dựng & Nội thất
TRV,Công ty Cổ Phần Vận tải Đường sắt,CT,1,2000,Công nghiệp
TRV,Công ty Cổ Phần Vận tải Đường sắt,CT,2,2700,Hàng & Dịch vụ Công nghiệp
TRV,Công ty Cổ Phần Vận tải Đường sắt,CT,3,2770,Vận tải
TRV,Công ty Cổ Phần Vận tải Đường sắt,CT,4,2775,Đường sắt
TS3,Công ty Cổ phần Trường Sơn 532,CT,1,2000,Công nghiệp
TS3,Công ty Cổ phần Trường Sơn 532,CT,2,2300,Xây dựng và Vật liệu
TS3,Công ty Cổ phần Trường Sơn 532,CT,3,2350,Xây dựng và Vật liệu
TS3,Công ty Cổ phần Trường Sơn 532,CT,4,2357,Xây dựng
TS4,Công ty Cổ phần Thủy sản số 4,CT,1,3000,Hàng Tiêu dùng
TS4,Công ty Cổ phần Thủy sản số 4,CT,2,3500,Thực phẩm và đồ uống
TS4,Công ty Cổ phần Thủy sản số 4,CT,3,3570,Sản xuất thực phẩm
TS4,Công ty Cổ phần Thủy sản số 4,CT,4,3573,Nuôi trồng nông & hải sản
TSA,Công ty Cổ Phần Đầu Tư Và Xây Lắp Trường Sơn,CT,1,2000,Công nghiệp
TSA,Công ty Cổ Phần Đầu Tư Và Xây Lắp Trường Sơn,CT,2,2300,Xây dựng và Vật liệu
TSA,Công ty Cổ Phần Đầu Tư Và Xây Lắp Trường Sơn,CT,3,2350,Xây dựng và Vật liệu
TSA,Công ty Cổ Phần Đầu Tư Và Xây Lắp Trường Sơn,CT,4,2357,Xây dựng
TSB,Công ty Cổ phần Ắc quy Tia Sáng,CT,1,2000,Công nghiệp
TSB,Công ty Cổ phần Ắc quy Tia Sáng,CT,2,2700,Hàng & Dịch vụ Công nghiệp
TSB,Công ty Cổ phần Ắc quy Tia Sáng,CT,3,2730,Điện tử & Thiết bị điện
TSB,Công ty Cổ phần Ắc quy Tia Sáng,CT,4,2733,Hàng điện & điện tử
TSC,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,CT,1,1000,Nguyên vật liệu
TSC,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,CT,2,1300,Hóa chất
TSC,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,CT,3,1350,Hóa chất
TSC,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,CT,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
TSD,Công ty Cổ phần Du lịch Trường Sơn Coecco,CT,1,5000,Dịch vụ Tiêu dùng
TSD,Công ty Cổ phần Du lịch Trường Sơn Coecco,CT,2,5700,Du lịch và Giải trí
TSD,Công ty Cổ phần Du lịch Trường Sơn Coecco,CT,3,5750,Du lịch & Giải trí
TSD,Công ty Cổ phần Du lịch Trường Sơn Coecco,CT,4,5759,Vận tải hành khách & Du lịch
TSG,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,CT,1,2000,Công nghiệp
TSG,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,CT,2,2700,Hàng & Dịch vụ Công nghiệp
TSG,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,CT,3,2770,Vận tải
TSG,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,CT,4,2775,Đường sắt
TSJ,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,CT,1,5000,Dịch vụ Tiêu dùng
TSJ,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,CT,2,5700,Du lịch và Giải trí
TSJ,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,CT,3,5750,Du lịch & Giải trí
TSJ,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,CT,4,5759,Vận tải hành khách & Du lịch
TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,CT,1,9000,Công nghệ Thông tin
TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,CT,2,9500,Công nghệ Thông tin
TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,CT,3,9530,Phần mềm & Dịch vụ Máy tính
TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,CT,4,9533,Dịch vụ Máy tính
TT6,Công ty Cổ Phần Tập Đoàn Tiến Thịnh,CT,1,3000,Hàng Tiêu dùng
TT6,Công ty Cổ Phần Tập Đoàn Tiến Thịnh,CT,2,3500,Thực phẩm và đồ uống
TT6,Công ty Cổ Phần Tập Đoàn Tiến Thịnh,CT,3,3570,Sản xuất thực phẩm
TT6,Công ty Cổ Phần Tập Đoàn Tiến Thịnh,CT,4,3577,Thực phẩm
TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,CT,1,7000,Tiện ích Cộng đồng
TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,CT,3,7530,Sản xuất & Phân phối Điện
TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,CT,4,7535,Sản xuất & Phân phối Điện
TTB,Công ty Cổ phần TTBGROUP,CT,1,2000,Công nghiệp
TTB,Công ty Cổ phần TTBGROUP,CT,2,2300,Xây dựng và Vật liệu
TTB,Công ty Cổ phần TTBGROUP,CT,3,2350,Xây dựng và Vật liệu
TTB,Công ty Cổ phần TTBGROUP,CT,4,2353,Vật liệu xây dựng & Nội thất
TTC,Công ty Cổ phần Gạch men Thanh Thanh,CT,1,2000,Công nghiệp
TTC,Công ty Cổ phần Gạch men Thanh Thanh,CT,2,2300,Xây dựng và Vật liệu
TTC,Công ty Cổ phần Gạch men Thanh Thanh,CT,3,2350,Xây dựng và Vật liệu
TTC,Công ty Cổ phần Gạch men Thanh Thanh,CT,4,2353,Vật liệu xây dựng & Nội thất
TTD,Công ty Cổ phần Bệnh viện Tim Tâm Đức,CT,1,4000,Dược phẩm và Y tế
TTD,Công ty Cổ phần Bệnh viện Tim Tâm Đức,CT,2,4500,Y tế
TTD,Công ty Cổ phần Bệnh viện Tim Tâm Đức,CT,3,4530,Thiết bị và Dịch vụ Y tế
TTD,Công ty Cổ phần Bệnh viện Tim Tâm Đức,CT,4,4533,Chăm sóc y tế
TTE,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,CT,1,7000,Tiện ích Cộng đồng
TTE,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,CT,2,7500,"Điện, nước & xăng dầu khí đốt"
TTE,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,CT,3,7530,Sản xuất & Phân phối Điện
TTE,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,CT,4,7535,Sản xuất & Phân phối Điện
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,CT,1,1000,Nguyên vật liệu
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,CT,2,1700,Tài nguyên Cơ bản
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,CT,3,1730,Lâm nghiệp và Giấy
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,CT,4,1733,Lâm sản và Chế biến gỗ
TTG,Công ty Cổ phần Royal Healthtech TTG,CT,1,3000,Hàng Tiêu dùng
TTG,Công ty Cổ phần Royal Healthtech TTG,CT,2,3700,Hàng cá nhân & Gia dụng
TTG,Công ty Cổ phần Royal Healthtech TTG,CT,3,3760,Hàng cá nhân
TTG,Công ty Cổ phần Royal Healthtech TTG,CT,4,3763,Hàng May mặc
TTH,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,CT,1,1000,Nguyên vật liệu
TTH,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,CT,2,1700,Tài nguyên Cơ bản
TTH,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,CT,3,1750,Kim loại
TTH,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,CT,4,1757,Thép và sản phẩm thép
