time,close,high,low,open,volume,fx_log_ret
2021-06-01,23040.0,23046.0,22648.40625,23040.0,0.0,-0.0002169903447811
2021-06-02,23044.0,23046.0,23040.0,23044.0,0.0,0.0001735960424461
2021-06-03,23040.0,23046.0,22639.99609375,22639.99609375,0.0,-0.0001735960424462
2021-06-04,23041.0,23052.0,22826.8671875,22826.8671875,0.0,4.340183590450608e-05
2021-06-07,23044.0,23050.0,23000.0,23044.0,0.0,0.0001301942065416
2021-06-08,23000.0,23000.0,22615.2265625,23000.0,0.0,-0.0019112159409869
2021-06-09,22952.0,22966.0,22631.125,22952.0,0.0,-0.002089137250086
2021-06-10,22955.0,23000.0,22616.59765625,22955.0,0.0,0.0001306990221216
2021-06-11,22947.0,22964.0,22603.2265625,22603.2265625,0.0,-0.0003485686933466
2021-06-14,22945.0,22948.0,22620.70703125,22945.0,0.0,-8.716116104185555e-05
