time,day,n10d,gprd,gprd_act,gprd_threat,gprd_ma30,gprd_ma7,event,var_name,var_label,gpr_log
2025-09-05,20250905,534,142.67613220214844,86.57901763916016,196.01336669921875,138.54579162597656,122.44194793701172,Russia / Ukraine Tensions,,,4.461057495670419
2025-09-08,20250908,460,115.21974182128906,114.86508178710938,131.7371368408203,133.62387084960938,122.87294006347656,Russia / Ukraine Tensions,,,4.743758237771996
2025-09-09,20250909,521,95.37142944335938,126.77049255371094,84.5912857055664,133.34249877929688,118.97061157226562,Russia / Ukraine Tensions,,,4.842378306355337
2025-09-10,20250910,504,236.6119842529297,235.8836669921875,273.2642822265625,135.3345184326172,125.9860610961914,Russia / Ukraine Tensions,,,5.463338747018704
2025-09-11,20250911,518,179.05772399902344,178.50656127929688,212.70298767089844,136.63153076171875,135.15335083007812,Russia / Ukraine Tensions,,,5.184625358411349
2025-09-12,20250912,511,103.72032165527344,77.55079650878906,140.15087890625,134.7802734375,129.58822631835938,Russia / Ukraine Tensions,,,4.350933160476173
2025-09-15,20250915,494,100.58403778076172,106.95939636230467,100.36653900146484,130.9919891357422,130.44415283203125,Russia / Ukraine Tensions,,,4.672449289194224
2025-09-16,20250916,517,102.5166015625,102.2010498046875,106.55720520019533,129.24342346191406,131.4648895263672,Russia / Ukraine Tensions,,,4.626941949778368
2025-09-17,20250917,511,142.6154327392578,155.10159301757812,118.58920288085938,126.51968383789062,118.03680419921876,Russia / Ukraine Tensions,,,5.044080341036119
2025-09-18,20250918,515,96.48255157470705,115.42268371582033,85.57682037353516,125.2156982421875,106.24034881591795,Russia / Ukraine Tensions,,,4.748600900752412
2025-09-19,20250919,541,140.83004760742188,73.25038146972656,203.66017150878903,124.72401428222656,111.54174041748048,Russia / Ukraine Tensions,,,4.293883455661454
2025-09-22,20250922,504,131.45111083984375,91.73253631591795,163.95855712890625,126.8627700805664,126.22747802734376,Russia / Ukraine Tensions,,,4.518877128936742
2025-09-23,20250923,517,115.3311767578125,102.2010498046875,138.5243682861328,127.83497619628906,128.05813598632812,Russia / Ukraine Tensions,,,4.626941949778368
2025-09-24,20250924,537,117.20443725585938,86.09534454345703,153.8828887939453,127.34457397460938,124.42799377441406,Russia / Ukraine Tensions,,,4.455455339628707
2025-09-25,20250925,534,148.87945556640625,136.05274963378906,185.69688415527344,128.68296813964844,131.91326904296875,Russia / Ukraine Tensions,,,4.913042675490217
2025-09-26,20250926,541,159.19918823242188,122.08396911621094,173.11114501953125,127.75975036621094,134.5374298095703,Russia / Ukraine Tensions,,,4.804709079427444
2025-09-29,20250929,525,119.8833999633789,100.64369201660156,136.41351318359375,121.32316589355467,113.44198608398438,Russia / Ukraine Tensions,,,4.6115864776588245
2025-09-30,20250930,512,161.74647521972656,154.7986602783203,150.63693237304688,125.22256469726562,120.07274627685548,Russia / Ukraine Tensions,,,5.042125306585362
2025-10-01,20251001,548,169.25527954101562,156.68185424804688,211.11160278320312,126.06358337402344,127.50858306884766,Russia / Ukraine Tensions,,,5.054217343346232
2025-10-02,20251002,520,184.7393493652344,241.3271484375,180.10218811035156,128.13197326660156,132.6314239501953,Russia / Ukraine Tensions,,,5.486153475367795
2025-10-03,20251003,565,293.1475830078125,268.8656311035156,282.7632141113281,131.65342712402344,151.76690673828125,Russia / Ukraine Tensions,,,5.594211742177511
2025-10-06,20251006,523,190.0134429931641,202.05712890625,158.0021209716797,132.7479705810547,171.7418670654297,Russia / Ukraine Tensions,,,5.308550473783769
2025-10-07,20251007,485,163.92086791992188,108.9442138671875,181.740463256836,135.7376251220703,172.052490234375,Russia / Ukraine Tensions,,,4.690835951831534
2025-10-08,20251008,514,83.78089141845703,128.49693298339844,42.87165451049805,134.68966674804688,159.8418731689453,Russia / Ukraine Tensions,,,4.855905036216958
2025-10-09,20251009,511,194.47560119628903,180.95184326171875,204.8358917236328,137.99314880371094,161.23275756835938,Russia / Ukraine Tensions,,,5.198230936538243
